2026-07-15 11:23:58 | INFO | application.py:37 | __init__ | Initializing ReMe Application v0.4.1.0
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | bm25_index.py:369 | load | Loaded 1 docs from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\keyword_index\bm25_default_regex_7748e1d5a050_v1.pkl
2026-07-15 11:24:01 | INFO | bm25_index.py:369 | load | Loaded 1 docs from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\keyword_index\bm25_default_regex_7748e1d5a050_v1.pkl
2026-07-15 11:24:01 | INFO | bm25_index.py:369 | load | Loaded 1 docs from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\keyword_index\bm25_default_regex_7748e1d5a050_v1.pkl
2026-07-15 11:24:01 | INFO | bm25_index.py:369 | load | Loaded 1 docs from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\keyword_index\bm25_default_regex_7748e1d5a050_v1.pkl
2026-07-15 11:24:01 | INFO | bm25_index.py:369 | load | Loaded 1 docs from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\keyword_index\bm25_default_regex_7748e1d5a050_v1.pkl
2026-07-15 11:24:01 | INFO | bm25_index.py:369 | load | Loaded 1 docs from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\keyword_index\bm25_default_regex_7748e1d5a050_v1.pkl
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 1 chunks from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 1 chunks from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 1 chunks from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 1 chunks from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 1 chunks from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 1 chunks from C:\Users\Nova\.novapaw\workspaces\default\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\NovaPaw_QA_Agent_0.2\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\default\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\default\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\default\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\default\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\default\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\default\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_catalog:resource is up to date
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\default\\resource'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\QwenPaw_QA_Agent_0.2\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\QwenPaw_QA_Agent_0.2\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\QwenPaw_QA_Agent_0.2\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\QwenPaw_QA_Agent_0.2\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\QwenPaw_QA_Agent_0.2\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\QwenPaw_QA_Agent_0.2\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\NovaPaw_QA_Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\NovaPaw_QA_Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\NovaPaw_QA_Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\NovaPaw_QA_Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\NovaPaw_QA_Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\NovaPaw_QA_Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\PPT-Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\PPT-Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\PPT-Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\PPT-Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\PPT-Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\PPT-Agent\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\nova_studio_preset\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\nova_studio_preset\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\nova_studio_preset\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\nova_studio_preset\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\nova_studio_preset\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | local_file_store.py:117 | load | Loaded 0 chunks from C:\Users\Nova\.novapaw\workspaces\nova_studio_preset\mem_metadata\file_store\file_chunks_default_v1.jsonl.zst
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: index_update_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | application.py:205 | _start_one | Starting background job: resource_watch_loop
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | init_changes.py:78 | execute | [InitChangesStep] file_store:default is up to date
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
2026-07-15 11:24:01 | INFO | watch_changes.py:88 | execute | Watching: ['C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\memory', 'C:\\Users\\Nova\\.novapaw\\workspaces\\QwenPaw_QA_Agent_0.2\\digest'] step=1000ms debounce=5000ms poll_delay=5000ms
